,LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION,Latitude,Longitude
285855,0003022667-0001-2,MARU COFFEE ROASTERS INC,MARU COFFEE,1019 S SANTA FE AVENUE,LOS ANGELES,90021-1740,1019 SANTA FE 90021-1740,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,12/18/2017,,"(34.031, -118.2304)",34.031,-118.2304
285985,0002724332-0012-8,BLUE BOTTLE COFFEE INC,BLUE BOTTLE COFFEE,10250   SANTA MONICA BLVD   #1765,CENTURY CITY,90067-6501,10250 SANTA MONICA 90067-6501,476   9TH STREET   SUITE #300,OAKLAND,94607-4048,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,06/06/2018,,"(34.06, -118.4198)",34.06,-118.4198
286615,0002684977-0001-1,TAKAYUKI HIRANO/YUMIKO M HIRANO,CAFE PARADOX,1032 S FAIRFAX AVENUE,LOS ANGELES,90019-4401,1032 FAIRFAX 90019-4401,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,07/01/2013,,"(34.0574, -118.3641)",34.0574,-118.3641
287212,0002708423-0001-8,VALLEY FOOD INC,WETZEL'S PRETZELS,2700 COLORADO BLVD SPACE #9002,LOS ANGELES,90041-1087,2700 COLORADO 90041-1087,100 N BRAND BLVD STOP #402,GLENDALE,91203-2614,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,11/01/2013,,"(34.1427, -118.2245)",34.1427,-118.2245
287533,0003026615-0001-4,BERRYLAND INTERNATIONAL INC,,3250 W OLYMPIC BLVD   #100,LOS ANGELES,90006-2367,3250 OLYMPIC 90006-2367,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,01/01/2018,,"(34.0524, -118.3077)",34.0524,-118.3077
287570,0002861891-0001-0,CHARLOTTE J SCHULTZ,TOO GOOD TO SHARE,9529 BOLTON ROAD,LOS ANGELES,90034-1039,9529 BOLTON 90034-1039,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,10/19/2015,,"(34.0453, -118.396)",34.0453,-118.396
288426,0002653728-0001-5,JENARO LEON,JL WATER AND ICE CREAM,6111 S MAIN STREET,LOS ANGELES,90003-1237,6111 MAIN 90003-1237,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,12/01/2012,,"(33.9841, -118.2739)",33.9841,-118.2739
288649,0003007532-0001-4,BEEHEALTHY LLC,,11601   WILSHIRE BLVD   FLOOR #5,LOS ANGELES,90025-1995,11601 WILSHIRE 90025-1995,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",11,09/18/2017,,"(34.0509, -118.46)",34.0509,-118.46
288781,0002546784-0001-9,HERBER V SORIANO,JUNIOR'S MARKET,1905 WILSHIRE BLVD,LOS ANGELES,90057-3604,1905 WILSHIRE 90057-3604,7345   BEQUETTE AVENUE,PICO RIVERA,90660-4040,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,03/08/2011,,"(34.0569, -118.2736)",34.0569,-118.2736
289147,0002522149-0001-6,NIRVAIRJI INC,SUBWAY #50209,15232 SATICOY STREET,VAN NUYS,91405-1623,15232 SATICOY 91405-1623,9850 ENCINO AVENUE,NORTHRIDGE,91325-1809,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,09/24/2010,,"(34.2084, -118.4647)",34.2084,-118.4647
289261,0002281933-0001-5,ASMIK LALAFARIAN,LA  MIDNIGHT EXPRESS,6223 COLFAX AVENUE UNIT #3,NORTH HOLLYWOOD,91606-3429,6223 COLFAX 91606-3429,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,10/12/2007,,"(34.1834, -118.3877)",34.1834,-118.3877
290271,0003094025-0001-9,ANA L POMPA,ANTOJITOS TEPEQUE MICHOACAN,206 W 40TH PLACE,LOS ANGELES,90037-1004,206 40TH 90037-1004,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,01/01/2019,,"(34.01, -118.2761)",34.01,-118.2761
290314,0002493497-0001-6,LIVING FOR CHRIST MINISTRIES,,6750   WHITSETT AVENUE   SUITE #113,NORTH HOLLYWOOD,91606-1395,6750 WHITSETT 91606-1395,6750   WHITSETT AVENUE   SUITE #113,NORTH HOLLYWOOD,91606-1395,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,03/24/2010,,"(34.1934, -118.4046)",34.1934,-118.4046
290442,0000949662-0002-7,PETRA FLORES,LOS ORIGINALES TACOS AL VAPOR,11212 DORA STREET,SUN VALLEY,91352-3201,11212 DORA 91352-3201,11212 DORA STREET,SUN VALLEY,91352-3201,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,02/01/2011,,"(34.2227, -118.3759)",34.2227,-118.3759
290546,0002376743-0001-8,GUERRERO MARIO,LA XPRESS PIZZA CO,527 E VERNON AVENUE,LOS ANGELES,90011-3441,527 VERNON 90011-3441,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,09/01/2008,,"(34.0038, -118.2658)",34.0038,-118.2658
290789,0002692899-0001-1,VARINA CARVAJAL,GELATTI,200 GABRIEL GARCIA MARQUEZ STREET,LOS ANGELES,90033-5209,200 GABRIEL GARCIA MARQUEZ 90033-5209,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,07/23/2013,,"(34.0485, -118.2239)",34.0485,-118.2239
291443,0002590781-0001-3,ANDREW MATUSEVICH,SAMS BAGELS,154 N LARCHMONT BLVD,LOS ANGELES,90004-3705,154 LARCHMONT 90004-3705,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,12/01/2011,,"(34.0738, -118.3236)",34.0738,-118.3236
291525,0002524590-0001-1,WINGO STAR LLC,ROSA NELSON'S COBBLERS & PIES/ CHOPPIN' IT UP WITH BOYKIN BROS.,12610 TERRA BELLA STREET,PACOIMA,91331-1946,12610 TERRA BELLA 91331-1946,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7,05/10/2010,,"(34.2658, -118.4073)",34.2658,-118.4073
291565,0003035978-0001-3,CJP ENTERPRISES INC,ONE CAFE,3250   WILSHIRE BLVD   #102,LOS ANGELES,90010-1577,3250 WILSHIRE 90010-1577,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,02/23/2018,,"(34.0611, -118.2933)",34.0611,-118.2933
291807,0003125483-0001-2,VERNONIA CORP,,13240   WOODCOCK AVENUE,SYLMAR,91342-2762,13240 WOODCOCK 91342,13240   WOODCOCK AVENUE,SYLMAR,91342-2762,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7,05/01/2019,,"(34.3116, -118.4625)",34.3116,-118.4625
292222,0002472875-0001-2,GO GOURMET LLC,GO GOURMET,5329 CRANER AVENUE,NORTH HOLLYWOOD,91601-3313,5329 CRANER 91601-3313,2643   TUMBLEWEED AVENUE,SIMI VALLEY,93065-1309,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,12/01/2009,,"(34.1677, -118.3691)",34.1677,-118.3691
294006,0002897029-0001-8,VEESTRO INC,,1715 E 21ST STREET,LOS ANGELES,90058-1006,1715 21ST 90058-1006,12021   GUERIN STREET   APT #PH7,STUDIO CITY,91604-4736,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,05/01/2013,,"(34.018, -118.2423)",34.018,-118.2423
294483,0002284118-0001-7,RENE BUCARO,MOJITA'S ICE CREAM TRUCK,4800 S BROADWAY,LOS ANGELES,90037-3247,4800 BROADWAY 90037-3247,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,07/15/2006,,"(33.9991, -118.2783)",33.9991,-118.2783
294662,0002363980-0015-7,STARBUCKS CORPORATION,STARBUCKS COFFEE #55650,4700 W SUNSET BLVD,LOS ANGELES,90027-6082,4700 SUNSET 90027-6082,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,09/27/2018,,"(34.0978, -118.2921)",34.0978,-118.2921
295684,0002436360-0001-9,WHAT'S GOOD PRODUCE INC,,23371 MULHOLLAND DRIVE UNIT #205,WOODLAND HILLS,91364-2734,23371 MULHOLLAND 91364-2734,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,05/01/2009,,"(34.1579, -118.6356)",34.1579,-118.6356
296008,0002507539-0002-7,ROBIN R COLE,ARELIA GOODS,4822   5TH AVENUE,LOS ANGELES,90043-1916,4822 5TH 90043-1916,4822   5TH AVENUE,LOS ANGELES,90043-1916,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8,11/01/2017,,"(33.9993, -118.3222)",33.9993,-118.3222
296938,0003016323-0001-8,FIRST BOBA INC,,700 S WESTERN AVENUE   #102,LOS ANGELES,90005-5112,700 WESTERN 90005-5112,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,09/16/2017,,"(34.0595, -118.3087)",34.0595,-118.3087
297129,0003042206-0001-6,MINA TRADING,,3914   CLARK AVENUE,LONG BEACH,90808-1712,3914 CLARK 90808-1712,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,04/12/2017,,"(33.8297, -118.1335)",33.8297,-118.1335
297579,0003063338-0001-4,BON BON NORDHOFF INC,BON BON TEA HOUSE,20790   NORDHOFF STREET   UNIT #4,CHATSWORTH,91311-5940,20790 NORDHOFF 91311-5940,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,10/01/2018,,"(34.2354, -118.5862)",34.2354,-118.5862
297820,0003040598-0001-8,JAMES ADRIAN PEREZ,PRIMA BEAN COFFEE,8301 S VERMONT AVENUE   SUITE #C,LOS ANGELES,90044-3470,8301 VERMONT 90044-3470,POST OFFICE BOX #23037,LOS ANGELES,90023-0037,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8,03/08/2018,,"(33.9633, -118.2926)",33.9633,-118.2926
298793,0003393472-0001-5,GHOST GROUP INC,CALIFORNIA CRUNCH,9 E LOOCKERMAN STREET SUITE #202,DOVER,19901-7347,9 Loockerman 19901-7347,1014 BROADWAY SUITE #223,SANTA MONICA,90401-2808,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,09/14/2023,,"(39.1596, -75.5206)",39.1596,-75.5206
299042,0002646660-0001-1,"NICHE 89, INC.",QUEEN'S BAKERY,809 N BROADWAY,LOS ANGELES,90012-2309,809 BROADWAY 90012-2309,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,12/18/2012,,"(34.0624, -118.2382)",34.0624,-118.2382
299049,0003112813-0001-1,GORG GORGEIZ,JACO COFFEE,7616   FOOTHILL BLVD   UNIT #A,TUJUNGA,91042-2186,7616 FOOTHILL 91042-2186,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",7,01/01/2019,,"(34.2549, -118.2988)",34.2549,-118.2988
300455,0002376536-0003-8,DAVID SENG KHUON,D K DELICIOSO DONUT,1515 MAPLE AVENUE UNIT #12,LOS ANGELES,90015-3100,1515 MAPLE 90015-3100,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,06/06/2011,,"(34.032, -118.2592)",34.032,-118.2592
300581,0003245203-0001-5,"ACE VIRTUAL STAFFING SERVICES, LLC",GAIA'S APOTHECARY,8539   WILSHIRE BLVD   SUITE #2088,BEVERLY HILLS,90211-3104,8539 WILSHIRE 90291,8539   WILSHIRE BLVD   SUITE #2088,BEVERLY HILLS,90211-3104,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,03/01/2021,,"(34.0659, -118.3779)",34.0659,-118.3779
300634,0002734766-0001-1,ASLAN CATERING INC,,2128   COLORADO BLVD,LOS ANGELES,90041-1222,2128 COLORADO 90041-1222,1009 N PACIFIC AVENUE #4469,GLENDALE,91222-7018,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,07/21/2013,,"(34.1388, -118.2129)",34.1388,-118.2129
301081,0002284225-0001-5,BARBARA JEAN AZOFF,BARBARA'S KETTLE CORN,22643 SYLVAN STREET,WOODLAND HILLS,91367-1736,22643 SYLVAN 91367-1736,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,10/23/2007,,"(34.1846, -118.6199)",34.1846,-118.6199
301255,0002583438-0004-2,KURA SUSHI USA INC,KURA REVOLVING SUSHI BAR,14006 RIVERSIDE DRIVE SPACE #24,SHERMAN OAKS,91423-6396,14006 RIVERSIDE 91423-6396,17461   DERIAN AVENUE   SUITE #200,IRVINE,92614-5820,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,08/01/2020,,"(34.157, -118.4353)",34.157,-118.4353
302521,0002718461-0001-0,MIGUEL A LEYVA,ML LITIGATION PRINTING SUPPORT,700 WILSHIRE BLVD SUITE #510,LOS ANGELES,90017-3863,700 WILSHIRE 90017-3863,3630 LOCKE AVENUE,LOS ANGELES,90032-1534,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,11/11/2013,,"(34.0486, -118.257)",34.0486,-118.257
302735,0003067018-0001-1,BABY FIRST LLC,BABY FIRST LLC,2329 W PICO BLVD,LOS ANGELES,90006-4001,2329 PICO 90006-4001,4200   CHINO HILLS PARKWAYS,CHINO HILLS,91709-3776,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,07/02/2018,,"(34.0474, -118.2874)",34.0474,-118.2874
302963,0003032214-0001-4,DAILY BREAD COMPANY INC,DAILY BREAD,754 E FLORENCE AVENUE,LOS ANGELES,90001-2322,754 FLORENCE 90001-2322,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,01/29/2018,,"(33.9745, -118.2611)",33.9745,-118.2611
303192,0002695748-0001-2,THAT'S IT NUTRITION LLC,,834 S BROADWAY     #800,LOS ANGELES,90014-3501,834 BROADWAY 90014-3501,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,01/19/2012,,"(34.0428, -118.2554)",34.0428,-118.2554
303515,0003072499-0001-8,"AMPLE HILLS HILLHURST, LLC",AMPLE HILLS,1824   HILLHURST AVENUE,LOS ANGELES,90027-4408,1824 HILLHURST 90027-4408,305   NEVINS STREET,BROOKLYN,11215-1015,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,10/01/2018,,"(34.1044, -118.2871)",34.1044,-118.2871
303846,0003097144-0001-1,SANDRA M MURCIA,PUPUSERIA TRADITIONAL,4716   RANDOLPH STREET,BELL,90201-1303,4716 RANDOLPH 90201-1303,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,02/15/2019,,"(33.9807, -118.1814)",33.9807,-118.1814
303850,0003008542-0001-5,SPROUT GCM LLC,SARI SARI STORE,317 S BROADWAY     UNIT #E-12,LOS ANGELES,90013-1222,317 BROADWAY 90013-1222,3547   VOYAGER STREET   UNIT #201,TORRANCE,90503-1673,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,07/15/2017,,"(34.0509, -118.249)",34.0509,-118.249
304360,0002772333-0001-4,J HOWARD III LLC,COFAX,440 N FAIRFAX AVENUE,LOS ANGELES,90036-1717,440 FAIRFAX 90036-1717,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,07/15/2014,,"(34.0792, -118.3614)",34.0792,-118.3614
304638,0003185332-0001-0,SAVAGE LLC,,620 N SWEETZER AVENUE   APT #3,LOS ANGELES,90048-2168,620 SWEETZER 90048,620 N SWEETZER AVENUE   APT #3,LOS ANGELES,90048-2168,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,08/23/2018,,"(34.0823, -118.3699)",34.0823,-118.3699
305235,0002908136-0001-1,ANH HUYNH,SAGO SMOOTHIE AND BOBA SHOP,7300   TOPANGA CANYON BLVD   SUITE #4,CANOGA PARK,91303-3333,7300 TOPANGA CANYON 91303-3333,27808   CHERRY CREEK DRIVE,VALENCIA,91354-1354,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,05/16/2016,,"(34.2031, -118.6055)",34.2031,-118.6055
305310,0003071632-0001-3,MFM HOPE 357846 INC,DUNKIN DONUTS,655 S HOPE STREET   LOWER #100,LOS ANGELES,90017-3237,655 HOPE 90017-3237,6404   WILSHIRE BLVD   UNIT #840,LOS ANGELES,90048-5510,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,08/23/2018,,"(34.0484, -118.2577)",34.0484,-118.2577
305337,0003063264-0001-9,MARIA JUAREZ,FRUTAS FRESCAS SAMANTHA,1135   MAPLE AVENUE,LOS ANGELES,90015-2301,1135 MAPLE 90015-2301,1316 W 38TH STREET,LOS ANGELES,90062-1236,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,07/07/2018,,"(34.0364, -118.2561)",34.0364,-118.2561
305781,0003092881-0001-3,ISAIAS VALERIO,FERRER DISTRIBUTOR,1217 E LEXINGTON DRIVE   #2,GLENDALE,91206-3883,1217 LEXINGTON 91206-3883,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,01/01/2018,,"(34.152, -118.239)",34.152,-118.239
305803,0003116420-0001-8,RAFAEL ERNESTO SOSA,THE FUEL BAR,1202  1/2   CYPRESS AVENUE,LOS ANGELES,90065-1113,1202 CYPRESS 90065-1113,624 E ACACIA AVENUE   #9,GLENDALE,91205-3076,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,03/29/2019,,"(34.0951, -118.2284)",34.0951,-118.2284
306327,0002772670-0001-0,LUIS J DAZA AGUILAR,BUFFET A LA MEXICANA,5509 HASTINGS STREET,LOS ANGELES,90022-2605,5509 HASTINGS 90022-2605,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,09/03/2014,,"(34.0246, -118.1506)",34.0246,-118.1506
306512,0002604288-0001-1,QUEEN ALGIE TIYE SEARLES,SUNVINE,5251 VINELAND AVENUE #607,NORTH HOLLYWOOD,91601-7017,5251 VINELAND 91601-7017,POST OFFICE BOX #6935,BURBANK,91510-6935,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,03/07/2012,,"(34.1661, -118.3704)",34.1661,-118.3704
307227,0003088288-0001-3,EARTH BEAN COFFEE,,1040 S LOS ANGELES STREET,LOS ANGELES,90015-1707,1040 LOS ANGELES 90015-1707,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,12/11/2018,,"(34.0385, -118.2566)",34.0385,-118.2566
308633,0000364285-0002-9,STARBUCKS CORPORATION,STARBUCKS COFFEE COMPANY # 51180,13641   SHERMAN WAY,VAN NUYS,91405-2845,13641 SHERMAN 91405-2845,POST OFFICE BOX #34442,SEATTLE,98124-1442,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,11/02/2017,,"(34.2017, -118.4304)",34.2017,-118.4304
309816,0002676905-0001-5,LILIAN ROMERO,,4621 S GRAMERCY PLACE,LOS ANGELES,90062-1929,4621 GRAMERCY 90062-1929,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8,02/07/2013,,"(34.0014, -118.3138)",34.0014,-118.3138
310316,0003071692-0001-5,ALIS ENTERPRISES INC 2,7 ELEVEN STORE 39872A,1234   WILSHIRE BLVD   #101,LOS ANGELES,90017-1970,1234 WILSHIRE 90017-1970,POST OFFICE BOX #219088,DALLAS,75221-9088,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",1,08/23/2018,,"(34.0531, -118.2659)",34.0531,-118.2659
310354,0003058454-0001-1,JODY D TERRELL,JASON'S TACO HOUSE,4906 W SLAUSON AVENUE,LOS ANGELES,90056-1639,4906 SLAUSON 90056-1639,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,05/18/2018,,"(33.9874, -118.3628)",33.9874,-118.3628
311867,0002507503-0001-1,DARLEN MONTES,D & D'S PUFFY TACOS | D&D'S PUFFY TACOS,2410 E MAGDALENA DRIVE,WEST COVINA,91792-2201,2410 MAGDALENA 91792-2201,6355   ELKRIDGE PLACE,RANCHO CUCAMONGA,91739-9174,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,06/11/2010,,"(34.0315, -117.8899)",34.0315,-117.8899
312429,0002569703-0004-4,NAGATANIEN RS FOODS LLC,,5877 FRANKLIN AVENUE,LOS ANGELES,90028-5618,5877 FRANKLIN 90028-5618,825 BALDWIN PARK BLVD,CITY OF INDUSTRY,91746-1205,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,07/11/2011,,"(34.1052, -118.3174)",34.1052,-118.3174
312489,0002734748-0001-2,BAHADORI TRADING CO.,,20956 DE MINA STREET,WOODLAND HILLS,91364-3343,20956 DE MINA 91364-3343,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",3,02/24/2014,,"(34.1612, -118.5896)",34.1612,-118.5896
312567,0002974020-0001-8,KIRKS KOMBUCHA LLP,KIRKS KOMBUCHA,1523 N MCCADDEN PLACE UNIT #108,LOS ANGELES,90028-7164,1523 MCCADDEN 90028-7164,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",13,03/01/2017,,"(34.0987, -118.3379)",34.0987,-118.3379
312805,0002507594-0001-8,1 CAFE INC,,2080 CENTURY PARKS  E SUITE #108,LOS ANGELES,90067-2004,2080 CENTURY 90067-2004,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,05/15/2010,,"(34.0587, -118.4122)",34.0587,-118.4122
313399,0002613044-0001-1,J & E GOURMET FOODS INC,,1411 W 69TH STREET,LOS ANGELES,90047-2027,1411 69TH 90047-2027,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8,04/05/2012,,"(33.9769, -118.3005)",33.9769,-118.3005
314749,0003129962-0001-1,TIGER CHA INC,TIGER MATCHA,1426   CAREY AVENUE,BREA,92821-2414,1426 CAREY 92821-2414,1426   CAREY AVENUE,BREA,92821-2414,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",0,05/26/2019,,"(33.9321, -117.9195)",33.9321,-117.9195
314859,0002635484-0001-6,ANGEL MACIAS VEGA,,229 E 43RD STREET,LOS ANGELES,90011-3007,229 43RD 90011-3007,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,09/12/2012,,"(34.0056, -118.2712)",34.0056,-118.2712
315922,0002560531-0001-0,PONSTELLA MARIE EVERSON,HEAVENLY SECRETS PRODUCTS & SERVICES,2531 S RIDGELEY DRIVE #3,LOS ANGELES,90016-2637,2531 RIDGELEY 90016-2637,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",10,05/16/2011,,"(34.0331, -118.3612)",34.0331,-118.3612
315929,0002755282-0001-9,JACOB ENTERPRISE AND COMPANY INC,,350 S FIGUEROA STREET SUITE #190,LOS ANGELES,90071-1199,350 FIGUEROA 90071-1199,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,05/01/2014,,"(34.0537, -118.2557)",34.0537,-118.2557
316576,0002698455-0001-0,DELUXE DELIGHT LLC,,10700 SANTA MONICA BLVD #207,LOS ANGELES,90025-4768,10700 SANTA MONICA 90025-4768,12100   WILSHIRE BLVD   SUITE #8,LOS ANGELES,90025-7123,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",5,07/05/2013,,"(34.0518, -118.4318)",34.0518,-118.4318
317553,0003104519-0001-2,TIMOTHY EVANS,RAY'S CONVENIENT SHOP,932 W 84TH STREET,LOS ANGELES,90044-4944,932 84TH 90044-4944,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",8,02/14/2019,,"(33.9621, -118.2903)",33.9621,-118.2903
317586,0002381423-0001-6,EFRAIN M MOLINA & SOCORRO E GUARDADO MOLINA,MOLINA CATERING,7756 LAUREL CANYON BLVD APT #4,NORTH HOLLYWOOD,91605-2792,7756 LAUREL CANYON 91605-2792,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",6,10/03/2008,,"(34.2112, -118.3965)",34.2112,-118.3965
318281,0002650549-0001-9,LONG BEACH ICE INC,CRYSTAL ICE CO,6833 MCKINLEY AVENUE,LOS ANGELES,90001-1525,6833 MCKINLEY 90001-1525,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",9,12/13/2012,,"(33.978, -118.2613)",33.978,-118.2613
318516,0002977064-0001-2,CESAR ARTEAGA GARCIA,SNACKS N STUFF,2503 E CESAR E CHAVEZ AVENUE,LOS ANGELES,90033-3003,2503 CESAR E CHAVEZ 90033-3003,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,03/28/2017,,"(34.046, -118.2057)",34.046,-118.2057
318846,0002746055-0001-6,NORMA RAMIREZ ROBLES,,6711 FULTON AVENUE APT #2,VAN NUYS,91401-1225,6711 FULTON 91401-1225,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",2,01/01/2013,,"(34.1927, -118.4225)",34.1927,-118.4225
319490,0002668919-0001-5,JON NEUMAN,LAMKE HANDCRAFTED,621 S SPRING STREET APT #1210,LOS ANGELES,90014-3920,621 SPRING 90014-3920,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",14,03/13/2013,,"(34.0456, -118.2512)",34.0456,-118.2512
319867,0002668928-0001-4,ALLYSON HAAS,95TH STREET BAKERY / UNITED SCOOPS / ABCD'S,7301 PACIFIC VIEW DRIVE,LOS ANGELES,90068-2043,7301 PACIFIC VIEW 90068-2043,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",4,03/13/2013,,"(34.1205, -118.351)",34.1205,-118.351
319938,0002352697-0001-4,LEMA & ASSOCIATES INC,ROBEKS JUICE # 353,16958 SAN FERNANDO MISSION BLVD,GRANADA HILLS,91344-4249,16958 SAN FERNANDO MISSION 91344-4249,,,,311900.0,"Other food mfg. (including coffee, tea, flavoring, & seasonings)",12,06/23/2008,,"(34.272, -118.5015)",34.272,-118.5015
